DateTime,Year,Month,Day,Hour,DayOfWeek,DayType,MonthName,BaseLoadFactor,LoadFactor,MonthlyConsumption_kWh,MonthlyDemand_kW,HourlyLoad_kW
2025-01-02 21:00:00,2025,1,2,21,3,Weekday,Jan,0.4,0.3712,12044,48,18.73
2025-01-02 22:00:00,2025,1,2,22,3,Weekday,Jan,0.314285714,0.2998,12044,48,15.12
2025-01-02 23:00:00,2025,1,2,23,3,Weekday,Jan,0.285714286,0.3159,12044,48,15.93
2025-01-03 00:00:00,2025,1,3,0,4,Weekday,Jan,0.257142857,0.266,12044,48,13.42
2025-01-03 01:00:00,2025,1,3,1,4,Weekday,Jan,0.285714286,0.2353,12044,48,11.87
2025-01-03 02:00:00,2025,1,3,2,4,Weekday,Jan,0.342857143,0.354,12044,48,17.85
2025-01-03 03:00:00,2025,1,3,3,4,Weekday,Jan,0.371428571,0.3571,12044,48,18.01
2025-01-03 04:00:00,2025,1,3,4,4,Weekday,Jan,0.428571429,0.3996,12044,48,20.15
2025-01-03 05:00:00,2025,1,3,5,4,Weekday,Jan,0.285714286,0.3032,12044,48,15.29
2025-01-03 06:00:00,2025,1,3,6,4,Weekday,Jan,0.342857143,0.3782,12044,48,19.07
2025-01-03 07:00:00,2025,1,3,7,4,Weekday,Jan,0.742857143,0.812,12044,48,40.96
2025-01-03 08:00:00,2025,1,3,8,4,Weekday,Jan,0.814285714,0.7459,12044,48,37.63
2025-01-03 09:00:00,2025,1,3,9,4,Weekday,Jan,0.685714286,0.6645,12044,48,33.52
2025-01-03 10:00:00,2025,1,3,10,4,Weekday,Jan,0.485714286,0.5018,12044,48,25.31
2025-01-03 11:00:00,2025,1,3,11,4,Weekday,Jan,0.428571429,0.4704,12044,48,23.73
2025-01-03 12:00:00,2025,1,3,12,4,Weekday,Jan,0.428571429,0.408,12044,48,20.58
2025-01-03 13:00:00,2025,1,3,13,4,Weekday,Jan,0.371428571,0.3645,12044,48,18.39
2025-01-03 14:00:00,2025,1,3,14,4,Weekday,Jan,0.285714286,0.2541,12044,48,12.82
2025-01-03 15:00:00,2025,1,3,15,4,Weekday,Jan,0.314285714,0.2767,12044,48,13.95
2025-01-03 16:00:00,2025,1,3,16,4,Weekday,Jan,0.371428571,0.4016,12044,48,20.26
2025-01-03 17:00:00,2025,1,3,17,4,Weekday,Jan,0.371428571,0.4218,12044,48,21.28
2025-01-03 18:00:00,2025,1,3,18,4,Weekday,Jan,0.342857143,0.3404,12044,48,17.17
2025-01-03 19:00:00,2025,1,3,19,4,Weekday,Jan,0.428571429,0.4716,12044,48,23.79
2025-01-03 20:00:00,2025,1,3,20,4,Weekday,Jan,0.428571429,0.4441,12044,48,22.4
2025-01-03 21:00:00,2025,1,3,21,4,Weekday,Jan,0.4,0.3742,12044,48,18.87
2025-01-03 22:00:00,2025,1,3,22,4,Weekday,Jan,0.314285714,0.3256,12044,48,16.42
2025-01-03 23:00:00,2025,1,3,23,4,Weekday,Jan,0.285714286,0.3297,12044,48,16.62
2025-01-04 00:00:00,2025,1,4,0,5,Weekend,Jan,0.128571429,0.1281,12044,48,6.46
2025-01-04 01:00:00,2025,1,4,1,5,Weekend,Jan,0.142857143,0.1652,12044,48,8.33
2025-01-04 02:00:00,2025,1,4,2,5,Weekend,Jan,0.171428571,0.1265,12044,48,6.38
2025-01-04 03:00:00,2025,1,4,3,5,Weekend,Jan,0.185714286,0.201,12044,48,10.14
2025-01-04 04:00:00,2025,1,4,4,5,Weekend,Jan,0.214285714,0.2162,12044,48,10.91
2025-01-04 05:00:00,2025,1,4,5,5,Weekend,Jan,0.142857143,0.1386,12044,48,6.99
2025-01-04 06:00:00,2025,1,4,6,5,Weekend,Jan,0.171428571,0.173,12044,48,8.72
2025-01-04 07:00:00,2025,1,4,7,5,Weekend,Jan,0.371428571,0.2976,12044,48,15.02
2025-01-04 08:00:00,2025,1,4,8,5,Weekend,Jan,0.407142857,0.3982,12044,48,20.08
2025-01-04 09:00:00,2025,1,4,9,5,Weekend,Jan,0.342857143,0.3551,12044,48,17.91
2025-01-04 10:00:00,2025,1,4,10,5,Weekend,Jan,0.242857143,0.2787,12044,48,14.06
2025-01-04 11:00:00,2025,1,4,11,5,Weekend,Jan,0.214285714,0.2032,12044,48,10.25
2025-01-04 12:00:00,2025,1,4,12,5,Weekend,Jan,0.214285714,0.197,12044,48,9.93
2025-01-04 13:00:00,2025,1,4,13,5,Weekend,Jan,0.185714286,0.1764,12044,48,8.9
2025-01-04 14:00:00,2025,1,4,14,5,Weekend,Jan,0.142857143,0.1559,12044,48,7.86
2025-01-04 15:00:00,2025,1,4,15,5,Weekend,Jan,0.157142857,0.1623,12044,48,8.19
2025-01-04 16:00:00,2025,1,4,16,5,Weekend,Jan,0.185714286,0.1759,12044,48,8.87
2025-01-04 17:00:00,2025,1,4,17,5,Weekend,Jan,0.185714286,0.1952,12044,48,9.85
2025-01-04 18:00:00,2025,1,4,18,5,Weekend,Jan,0.171428571,0.1731,12044,48,8.73
2025-01-04 19:00:00,2025,1,4,19,5,Weekend,Jan,0.214285714,0.235,12044,48,11.85
2025-01-04 20:00:00,2025,1,4,20,5,Weekend,Jan,0.214285714,0.1992,12044,48,10.05
2025-01-04 21:00:00,2025,1,4,21,5,Weekend,Jan,0.2,0.1934,12044,48,9.76
2025-01-04 22:00:00,2025,1,4,22,5,Weekend,Jan,0.157142857,0.151,12044,48,7.62
2025-01-04 23:00:00,2025,1,4,23,5,Weekend,Jan,0.142857143,0.1219,12044,48,6.15
2025-01-05 00:00:00,2025,1,5,0,6,Weekend,Jan,0.128571429,0.1324,12044,48,6.67
2025-01-05 01:00:00,2025,1,5,1,6,Weekend,Jan,0.142857143,0.1466,12044,48,7.4
2025-01-05 02:00:00,2025,1,5,2,6,Weekend,Jan,0.171428571,0.1715,12044,48,8.65
2025-01-05 03:00:00,2025,1,5,3,6,Weekend,Jan,0.185714286,0.1814,12044,48,9.15
2025-01-05 04:00:00,2025,1,5,4,6,Weekend,Jan,0.214285714,0.184,12044,48,9.28
2025-01-05 05:00:00,2025,1,5,5,6,Weekend,Jan,0.142857143,0.1368,12044,48,6.9
2025-01-05 06:00:00,2025,1,5,6,6,Weekend,Jan,0.171428571,0.1656,12044,48,8.35
2025-01-05 07:00:00,2025,1,5,7,6,Weekend,Jan,0.371428571,0.3416,12044,48,17.23
2025-01-05 08:00:00,2025,1,5,8,6,Weekend,Jan,0.407142857,0.4006,12044,48,20.21
2025-01-05 09:00:00,2025,1,5,9,6,Weekend,Jan,0.342857143,0.3567,12044,48,17.99
2025-01-05 10:00:00,2025,1,5,10,6,Weekend,Jan,0.242857143,0.2887,12044,48,14.56
2025-01-05 11:00:00,2025,1,5,11,6,Weekend,Jan,0.214285714,0.218,12044,48,11.0
2025-01-05 12:00:00,2025,1,5,12,6,Weekend,Jan,0.214285714,0.2198,12044,48,11.09
2025-01-05 13:00:00,2025,1,5,13,6,Weekend,Jan,0.185714286,0.1843,12044,48,9.3
2025-01-05 14:00:00,2025,1,5,14,6,Weekend,Jan,0.142857143,0.1154,12044,48,5.82
2025-01-05 15:00:00,2025,1,5,15,6,Weekend,Jan,0.157142857,0.1567,12044,48,7.9
2025-01-05 16:00:00,2025,1,5,16,6,Weekend,Jan,0.185714286,0.1868,12044,48,9.43
2025-01-05 17:00:00,2025,1,5,17,6,Weekend,Jan,0.185714286,0.2315,12044,48,11.67
2025-01-05 18:00:00,2025,1,5,18,6,Weekend,Jan,0.171428571,0.1681,12044,48,8.48
2025-01-05 19:00:00,2025,1,5,19,6,Weekend,Jan,0.214285714,0.2207,12044,48,11.14
2025-01-05 20:00:00,2025,1,5,20,6,Weekend,Jan,0.214285714,0.2135,12044,48,10.77
2025-01-05 21:00:00,2025,1,5,21,6,Weekend,Jan,0.2,0.1766,12044,48,8.91
2025-01-05 22:00:00,2025,1,5,22,6,Weekend,Jan,0.157142857,0.1751,12044,48,8.83
2025-01-05 23:00:00,2025,1,5,23,6,Weekend,Jan,0.142857143,0.1536,12044,48,7.74
2025-01-06 00:00:00,2025,1,6,0,0,Weekday,Jan,0.257142857,0.2775,12044,48,14.0
2025-01-06 01:00:00,2025,1,6,1,0,Weekday,Jan,0.285714286,0.2597,12044,48,13.1
2025-01-06 02:00:00,2025,1,6,2,0,Weekday,Jan,0.342857143,0.391,12044,48,19.72
2025-01-06 03:00:00,2025,1,6,3,0,Weekday,Jan,0.371428571,0.3194,12044,48,16.11
2025-01-06 04:00:00,2025,1,6,4,0,Weekday,Jan,0.428571429,0.4537,12044,48,22.89
2025-01-06 05:00:00,2025,1,6,5,0,Weekday,Jan,0.285714286,0.3483,12044,48,17.57
2025-01-06 06:00:00,2025,1,6,6,0,Weekday,Jan,0.342857143,0.3089,12044,48,15.58
2025-01-06 07:00:00,2025,1,6,7,0,Weekday,Jan,0.742857143,0.7008,12044,48,35.35
2025-01-06 08:00:00,2025,1,6,8,0,Weekday,Jan,0.814285714,0.8224,12044,48,41.49
2025-01-06 09:00:00,2025,1,6,9,0,Weekday,Jan,0.685714286,0.6512,12044,48,32.85
2025-01-06 10:00:00,2025,1,6,10,0,Weekday,Jan,0.485714286,0.4104,12044,48,20.7
2025-01-06 11:00:00,2025,1,6,11,0,Weekday,Jan,0.428571429,0.4315,12044,48,21.76
2025-01-06 12:00:00,2025,1,6,12,0,Weekday,Jan,0.428571429,0.383,12044,48,19.32
2025-01-06 13:00:00,2025,1,6,13,0,Weekday,Jan,0.371428571,0.389,12044,48,19.62
2025-01-06 14:00:00,2025,1,6,14,0,Weekday,Jan,0.285714286,0.2594,12044,48,13.08
2025-01-06 15:00:00,2025,1,6,15,0,Weekday,Jan,0.314285714,0.363,12044,48,18.3
2025-01-06 16:00:00,2025,1,6,16,0,Weekday,Jan,0.371428571,0.3423,12044,48,17.26
2025-01-06 17:00:00,2025,1,6,17,0,Weekday,Jan,0.371428571,0.3595,12044,48,18.13
2025-01-06 18:00:00,2025,1,6,18,0,Weekday,Jan,0.342857143,0.3707,12044,48,18.7
2025-01-06 19:00:00,2025,1,6,19,0,Weekday,Jan,0.428571429,0.3758,12044,48,18.96
2025-01-06 20:00:00,2025,1,6,20,0,Weekday,Jan,0.428571429,0.4383,12044,48,22.11
2025-01-06 21:00:00,2025,1,6,21,0,Weekday,Jan,0.4,0.4523,12044,48,22.81
2025-01-06 22:00:00,2025,1,6,22,0,Weekday,Jan,0.314285714,0.2638,12044,48,13.3
2025-01-06 23:00:00,2025,1,6,23,0,Weekday,Jan,0.285714286,0.291,12044,48,14.68
2025-01-07 00:00:00,2025,1,7,0,1,Weekday,Jan,0.257142857,0.2638,12044,48,13.3
2025-01-07 01:00:00,2025,1,7,1,1,Weekday,Jan,0.285714286,0.3081,12044,48,15.54
2025-01-07 02:00:00,2025,1,7,2,1,Weekday,Jan,0.342857143,0.3004,12044,48,15.15
2025-01-07 03:00:00,2025,1,7,3,1,Weekday,Jan,0.371428571,0.3224,12044,48,16.26
2025-01-07 04:00:00,2025,1,7,4,1,Weekday,Jan,0.428571429,0.4509,12044,48,22.75
2025-01-07 05:00:00,2025,1,7,5,1,Weekday,Jan,0.285714286,0.2942,12044,48,14.84
2025-01-07 06:00:00,2025,1,7,6,1,Weekday,Jan,0.342857143,0.3514,12044,48,17.73
2025-01-07 07:00:00,2025,1,7,7,1,Weekday,Jan,0.742857143,0.7686,12044,48,38.76
2025-01-07 08:00:00,2025,1,7,8,1,Weekday,Jan,0.814285714,0.7589,12044,48,38.28
2025-01-07 09:00:00,2025,1,7,9,1,Weekday,Jan,0.685714286,0.7016,12044,48,35.39
2025-01-07 10:00:00,2025,1,7,10,1,Weekday,Jan,0.485714286,0.4999,12044,48,25.22
2025-01-07 11:00:00,2025,1,7,11,1,Weekday,Jan,0.428571429,0.398,12044,48,20.07
2025-01-07 12:00:00,2025,1,7,12,1,Weekday,Jan,0.428571429,0.5085,12044,48,25.65
2025-01-07 13:00:00,2025,1,7,13,1,Weekday,Jan,0.371428571,0.389,12044,48,19.62
2025-01-07 14:00:00,2025,1,7,14,1,Weekday,Jan,0.285714286,0.2517,12044,48,12.69
2025-01-07 15:00:00,2025,1,7,15,1,Weekday,Jan,0.314285714,0.3349,12044,48,16.9
2025-01-07 16:00:00,2025,1,7,16,1,Weekday,Jan,0.371428571,0.3352,12044,48,16.91
2025-01-07 17:00:00,2025,1,7,17,1,Weekday,Jan,0.371428571,0.4007,12044,48,20.21
2025-01-07 18:00:00,2025,1,7,18,1,Weekday,Jan,0.342857143,0.3826,12044,48,19.29
2025-01-07 19:00:00,2025,1,7,19,1,Weekday,Jan,0.428571429,0.3934,12044,48,19.84
2025-01-07 20:00:00,2025,1,7,20,1,Weekday,Jan,0.428571429,0.4699,12044,48,23.7
2025-01-07 21:00:00,2025,1,7,21,1,Weekday,Jan,0.4,0.4165,12044,48,21.01
2025-01-07 22:00:00,2025,1,7,22,1,Weekday,Jan,0.314285714,0.3401,12044,48,17.16
2025-01-07 23:00:00,2025,1,7,23,1,Weekday,Jan,0.285714286,0.3399,12044,48,17.15
2025-01-08 00:00:00,2025,1,8,0,2,Weekday,Jan,0.257142857,0.2508,12044,48,12.65
2025-01-08 01:00:00,2025,1,8,1,2,Weekday,Jan,0.285714286,0.2642,12044,48,13.32
2025-01-08 02:00:00,2025,1,8,2,2,Weekday,Jan,0.342857143,0.3124,12044,48,15.75
2025-01-08 03:00:00,2025,1,8,3,2,Weekday,Jan,0.371428571,0.3411,12044,48,17.2
2025-01-08 04:00:00,2025,1,8,4,2,Weekday,Jan,0.428571429,0.4253,12044,48,21.45
2025-01-08 05:00:00,2025,1,8,5,2,Weekday,Jan,0.285714286,0.2955,12044,48,14.9
2025-01-08 06:00:00,2025,1,8,6,2,Weekday,Jan,0.342857143,0.3523,12044,48,17.77
2025-01-08 07:00:00,2025,1,8,7,2,Weekday,Jan,0.742857143,0.8043,12044,48,40.57
2025-01-08 08:00:00,2025,1,8,8,2,Weekday,Jan,0.814285714,0.8153,12044,48,41.13
2025-01-08 09:00:00,2025,1,8,9,2,Weekday,Jan,0.685714286,0.7854,12044,48,39.61
2025-01-08 10:00:00,2025,1,8,10,2,Weekday,Jan,0.485714286,0.4729,12044,48,23.85
2025-01-08 11:00:00,2025,1,8,11,2,Weekday,Jan,0.428571429,0.5452,12044,48,27.5
2025-01-08 12:00:00,2025,1,8,12,2,Weekday,Jan,0.428571429,0.4554,12044,48,22.97
2025-01-08 13:00:00,2025,1,8,13,2,Weekday,Jan,0.371428571,0.3396,12044,48,17.13
2025-01-08 14:00:00,2025,1,8,14,2,Weekday,Jan,0.285714286,0.2551,12044,48,12.87
2025-01-08 15:00:00,2025,1,8,15,2,Weekday,Jan,0.314285714,0.3294,12044,48,16.61
2025-01-08 16:00:00,2025,1,8,16,2,Weekday,Jan,0.371428571,0.3631,12044,48,18.32
2025-01-08 17:00:00,2025,1,8,17,2,Weekday,Jan,0.371428571,0.3979,12044,48,20.07
2025-01-08 18:00:00,2025,1,8,18,2,Weekday,Jan,0.342857143,0.3591,12044,48,18.12
2025-01-08 19:00:00,2025,1,8,19,2,Weekday,Jan,0.428571429,0.4255,12044,48,21.46
2025-01-08 20:00:00,2025,1,8,20,2,Weekday,Jan,0.428571429,0.3923,12044,48,19.79
2025-01-08 21:00:00,2025,1,8,21,2,Weekday,Jan,0.4,0.3394,12044,48,17.12
2025-01-08 22:00:00,2025,1,8,22,2,Weekday,Jan,0.314285714,0.3003,12044,48,15.14
2025-01-08 23:00:00,2025,1,8,23,2,Weekday,Jan,0.285714286,0.3102,12044,48,15.65
2025-01-09 00:00:00,2025,1,9,0,3,Weekday,Jan,0.257142857,0.2626,12044,48,13.25
2025-01-09 01:00:00,2025,1,9,1,3,Weekday,Jan,0.285714286,0.2501,12044,48,12.62
2025-01-09 02:00:00,2025,1,9,2,3,Weekday,Jan,0.342857143,0.3488,12044,48,17.59
2025-01-09 03:00:00,2025,1,9,3,3,Weekday,Jan,0.371428571,0.3857,12044,48,19.46
2025-01-09 04:00:00,2025,1,9,4,3,Weekday,Jan,0.428571429,0.3907,12044,48,19.7
2025-01-09 05:00:00,2025,1,9,5,3,Weekday,Jan,0.285714286,0.2901,12044,48,14.64
2025-01-09 06:00:00,2025,1,9,6,3,Weekday,Jan,0.342857143,0.3449,12044,48,17.39
2025-01-09 07:00:00,2025,1,9,7,3,Weekday,Jan,0.742857143,0.658,12044,48,33.18
2025-01-09 08:00:00,2025,1,9,8,3,Weekday,Jan,0.814285714,0.8434,12044,48,42.54
2025-01-09 09:00:00,2025,1,9,9,3,Weekday,Jan,0.685714286,0.7242,12044,48,36.53
2025-01-09 10:00:00,2025,1,9,10,3,Weekday,Jan,0.485714286,0.5383,12044,48,27.15
2025-01-09 11:00:00,2025,1,9,11,3,Weekday,Jan,0.428571429,0.4737,12044,48,23.89
2025-01-09 12:00:00,2025,1,9,12,3,Weekday,Jan,0.428571429,0.3695,12044,48,18.64
2025-01-09 13:00:00,2025,1,9,13,3,Weekday,Jan,0.371428571,0.3366,12044,48,16.98
2025-01-09 14:00:00,2025,1,9,14,3,Weekday,Jan,0.285714286,0.3004,12044,48,15.15
2025-01-09 15:00:00,2025,1,9,15,3,Weekday,Jan,0.314285714,0.3304,12044,48,16.67
2025-01-09 16:00:00,2025,1,9,16,3,Weekday,Jan,0.371428571,0.3906,12044,48,19.7
2025-01-09 17:00:00,2025,1,9,17,3,Weekday,Jan,0.371428571,0.5145,12044,48,25.95
2025-01-09 18:00:00,2025,1,9,18,3,Weekday,Jan,0.342857143,0.3624,12044,48,18.28
2025-01-09 19:00:00,2025,1,9,19,3,Weekday,Jan,0.428571429,0.4772,12044,48,24.07
2025-01-09 20:00:00,2025,1,9,20,3,Weekday,Jan,0.428571429,0.4695,12044,48,23.67
2025-01-09 21:00:00,2025,1,9,21,3,Weekday,Jan,0.4,0.4261,12044,48,21.49
2025-01-09 22:00:00,2025,1,9,22,3,Weekday,Jan,0.314285714,0.3044,12044,48,15.35
2025-01-09 23:00:00,2025,1,9,23,3,Weekday,Jan,0.285714286,0.3074,12044,48,15.51
2025-01-10 00:00:00,2025,1,10,0,4,Weekday,Jan,0.257142857,0.2373,12044,48,11.97
2025-01-10 01:00:00,2025,1,10,1,4,Weekday,Jan,0.285714286,0.2789,12044,48,14.07
2025-01-10 02:00:00,2025,1,10,2,4,Weekday,Jan,0.342857143,0.3262,12044,48,16.46
2025-01-10 03:00:00,2025,1,10,3,4,Weekday,Jan,0.371428571,0.3745,12044,48,18.88
2025-01-10 04:00:00,2025,1,10,4,4,Weekday,Jan,0.428571429,0.5278,12044,48,26.62
2025-01-10 05:00:00,2025,1,10,5,4,Weekday,Jan,0.285714286,0.2324,12044,48,11.72
2025-01-10 06:00:00,2025,1,10,6,4,Weekday,Jan,0.342857143,0.3664,12044,48,18.48
2025-01-10 07:00:00,2025,1,10,7,4,Weekday,Jan,0.742857143,0.6231,12044,48,31.43
2025-01-10 08:00:00,2025,1,10,8,4,Weekday,Jan,0.814285714,0.7759,12044,48,39.13
2025-01-10 09:00:00,2025,1,10,9,4,Weekday,Jan,0.685714286,0.7604,12044,48,38.35
2025-01-10 10:00:00,2025,1,10,10,4,Weekday,Jan,0.485714286,0.4888,12044,48,24.65
2025-01-10 11:00:00,2025,1,10,11,4,Weekday,Jan,0.428571429,0.3824,12044,48,19.28
2025-01-10 12:00:00,2025,1,10,12,4,Weekday,Jan,0.428571429,0.3979,12044,48,20.07
2025-01-10 13:00:00,2025,1,10,13,4,Weekday,Jan,0.371428571,0.3967,12044,48,20.01
2025-01-10 14:00:00,2025,1,10,14,4,Weekday,Jan,0.285714286,0.2648,12044,48,13.36
2025-01-10 15:00:00,2025,1,10,15,4,Weekday,Jan,0.314285714,0.3211,12044,48,16.19
2025-01-10 16:00:00,2025,1,10,16,4,Weekday,Jan,0.371428571,0.3731,12044,48,18.82
2025-01-10 17:00:00,2025,1,10,17,4,Weekday,Jan,0.371428571,0.3472,12044,48,17.52
2025-01-10 18:00:00,2025,1,10,18,4,Weekday,Jan,0.342857143,0.4164,12044,48,21.01
2025-01-10 19:00:00,2025,1,10,19,4,Weekday,Jan,0.428571429,0.4557,12044,48,22.99
2025-01-10 20:00:00,2025,1,10,20,4,Weekday,Jan,0.428571429,0.3418,12044,48,17.24
2025-01-10 21:00:00,2025,1,10,21,4,Weekday,Jan,0.4,0.4075,12044,48,20.55
2025-01-10 22:00:00,2025,1,10,22,4,Weekday,Jan,0.314285714,0.2935,12044,48,14.81
2025-01-10 23:00:00,2025,1,10,23,4,Weekday,Jan,0.285714286,0.3101,12044,48,15.64
2025-01-11 00:00:00,2025,1,11,0,5,Weekend,Jan,0.128571429,0.1184,12044,48,5.97
2025-01-11 01:00:00,2025,1,11,1,5,Weekend,Jan,0.142857143,0.1412,12044,48,7.12
2025-01-11 02:00:00,2025,1,11,2,5,Weekend,Jan,0.171428571,0.1801,12044,48,9.08
2025-01-11 03:00:00,2025,1,11,3,5,Weekend,Jan,0.185714286,0.2018,12044,48,10.18
2025-01-11 04:00:00,2025,1,11,4,5,Weekend,Jan,0.214285714,0.1886,12044,48,9.51
2025-01-11 05:00:00,2025,1,11,5,5,Weekend,Jan,0.142857143,0.1381,12044,48,6.97
2025-01-11 06:00:00,2025,1,11,6,5,Weekend,Jan,0.171428571,0.1633,12044,48,8.24
2025-01-11 07:00:00,2025,1,11,7,5,Weekend,Jan,0.371428571,0.3472,12044,48,17.51
2025-01-11 08:00:00,2025,1,11,8,5,Weekend,Jan,0.407142857,0.479,12044,48,24.16
2025-01-11 09:00:00,2025,1,11,9,5,Weekend,Jan,0.342857143,0.3567,12044,48,17.99
2025-01-11 10:00:00,2025,1,11,10,5,Weekend,Jan,0.242857143,0.2122,12044,48,10.71
2025-01-11 11:00:00,2025,1,11,11,5,Weekend,Jan,0.214285714,0.234,12044,48,11.8
2025-01-11 12:00:00,2025,1,11,12,5,Weekend,Jan,0.214285714,0.2598,12044,48,13.1
2025-01-11 13:00:00,2025,1,11,13,5,Weekend,Jan,0.185714286,0.2049,12044,48,10.33
2025-01-11 14:00:00,2025,1,11,14,5,Weekend,Jan,0.142857143,0.1212,12044,48,6.12
2025-01-11 15:00:00,2025,1,11,15,5,Weekend,Jan,0.157142857,0.1495,12044,48,7.54
2025-01-11 16:00:00,2025,1,11,16,5,Weekend,Jan,0.185714286,0.2092,12044,48,10.55
2025-01-11 17:00:00,2025,1,11,17,5,Weekend,Jan,0.185714286,0.1726,12044,48,8.7
2025-01-11 18:00:00,2025,1,11,18,5,Weekend,Jan,0.171428571,0.179,12044,48,9.03
2025-01-11 19:00:00,2025,1,11,19,5,Weekend,Jan,0.214285714,0.2309,12044,48,11.64
2025-01-11 20:00:00,2025,1,11,20,5,Weekend,Jan,0.214285714,0.1944,12044,48,9.8
