DateTime,Month,Hour,monthly_demand,load_factor,monthly_multiplier,peak_multiplier,hourly_load
2025-01-05 12:00:00,1,12,245.55,0.4187,1.8146,1,186.59
2025-01-05 13:00:00,1,13,245.55,0.3994,1.8146,1,177.97
2025-01-05 14:00:00,1,14,245.55,0.3587,1.8146,1,159.82
2025-01-05 15:00:00,1,15,245.55,0.3742,1.8146,1,166.74
2025-01-05 16:00:00,1,16,245.55,0.3959,1.8146,1,176.39
2025-01-05 17:00:00,1,17,245.55,0.4131,1.8146,1,184.07
2025-01-05 18:00:00,1,18,245.55,0.4122,1.8146,1,183.67
2025-01-05 19:00:00,1,19,245.55,0.3913,1.8146,1,174.38
2025-01-05 20:00:00,1,20,245.55,0.3476,1.8146,1,154.87
2025-01-05 21:00:00,1,21,245.55,0.3159,1.8146,1,140.78
2025-01-05 22:00:00,1,22,245.55,0.3196,1.8146,1,142.43
2025-01-05 23:00:00,1,23,245.55,0.2385,1.8146,1,106.29
2025-01-06 00:00:00,1,0,245.55,0.2715,1.8146,1,120.99
2025-01-06 01:00:00,1,1,245.55,0.2429,1.8146,1,108.23
2025-01-06 02:00:00,1,2,245.55,0.2683,1.8146,1,119.56
2025-01-06 03:00:00,1,3,245.55,0.3022,1.8146,1,134.65
2025-01-06 04:00:00,1,4,245.55,0.3507,1.8146,1,156.25
2025-01-06 05:00:00,1,5,245.55,0.3966,1.8146,1,176.74
2025-01-06 06:00:00,1,6,245.55,0.4193,1.8146,1,186.84
2025-01-06 07:00:00,1,7,245.55,0.4942,1.8146,1,220.22
2025-01-06 08:00:00,1,8,245.55,0.4991,1.8146,1,222.39
2025-01-06 09:00:00,1,9,245.55,0.4778,1.8146,1,212.92
2025-01-06 10:00:00,1,10,245.55,0.4344,1.8146,1,193.56
2025-01-06 11:00:00,1,11,245.55,0.4436,1.8146,1,197.66
2025-01-06 12:00:00,1,12,245.55,0.4135,1.8146,1,184.26
2025-01-06 13:00:00,1,13,245.55,0.407,1.8146,1,181.36
2025-01-06 14:00:00,1,14,245.55,0.3785,1.8146,1,168.66
2025-01-06 15:00:00,1,15,245.55,0.4067,1.8146,1,181.23
2025-01-06 16:00:00,1,16,245.55,0.4107,1.8146,1,182.98
2025-01-06 17:00:00,1,17,245.55,0.4229,1.8146,1,188.42
2025-01-06 18:00:00,1,18,245.55,0.4346,1.8146,1,193.63
2025-01-06 19:00:00,1,19,245.55,0.3909,1.8146,1,174.19
2025-01-06 20:00:00,1,20,245.55,0.3629,1.8146,1,161.72
2025-01-06 21:00:00,1,21,245.55,0.3347,1.8146,1,149.15
2025-01-06 22:00:00,1,22,245.55,0.3023,1.8146,1,134.68
2025-01-06 23:00:00,1,23,245.55,0.2394,1.8146,1,106.66
2025-01-07 00:00:00,1,0,245.55,0.2687,1.8146,1,119.72
2025-01-07 01:00:00,1,1,245.55,0.2513,1.8146,1,111.96
2025-01-07 02:00:00,1,2,245.55,0.2545,1.8146,1,113.42
2025-01-07 03:00:00,1,3,245.55,0.3027,1.8146,1,134.87
2025-01-07 04:00:00,1,4,245.55,0.3502,1.8146,1,156.05
2025-01-07 05:00:00,1,5,245.55,0.3823,1.8146,1,170.33
2025-01-07 06:00:00,1,6,245.55,0.4299,1.8146,1,191.57
2025-01-07 07:00:00,1,7,245.55,0.5034,1.8146,1,224.29
2025-01-07 08:00:00,1,8,245.55,0.4913,1.8146,1,218.93
2025-01-07 09:00:00,1,9,245.55,0.4849,1.8146,1,216.08
2025-01-07 10:00:00,1,10,245.55,0.4509,1.8146,1,200.92
2025-01-07 11:00:00,1,11,245.55,0.4367,1.8146,1,194.57
2025-01-07 12:00:00,1,12,245.55,0.4383,1.8146,1,195.28
2025-01-07 13:00:00,1,13,245.55,0.407,1.8146,1,181.36
2025-01-07 14:00:00,1,14,245.55,0.3764,1.8146,1,167.72
2025-01-07 15:00:00,1,15,245.55,0.3997,1.8146,1,178.09
2025-01-07 16:00:00,1,16,245.55,0.4091,1.8146,1,182.27
2025-01-07 17:00:00,1,17,245.55,0.4323,1.8146,1,192.62
2025-01-07 18:00:00,1,18,245.55,0.4375,1.8146,1,194.95
2025-01-07 19:00:00,1,19,245.55,0.3942,1.8146,1,175.66
2025-01-07 20:00:00,1,20,245.55,0.3683,1.8146,1,164.09
2025-01-07 21:00:00,1,21,245.55,0.3289,1.8146,1,146.55
2025-01-07 22:00:00,1,22,245.55,0.3174,1.8146,1,141.44
2025-01-07 23:00:00,1,23,245.55,0.2475,1.8146,1,110.3
2025-01-08 00:00:00,1,0,245.55,0.266,1.8146,1,118.52
2025-01-08 01:00:00,1,1,245.55,0.2437,1.8146,1,108.57
2025-01-08 02:00:00,1,2,245.55,0.2564,1.8146,1,114.23
2025-01-08 03:00:00,1,3,245.55,0.3058,1.8146,1,136.27
2025-01-08 04:00:00,1,4,245.55,0.3461,1.8146,1,154.2
2025-01-08 05:00:00,1,5,245.55,0.3826,1.8146,1,170.48
2025-01-08 06:00:00,1,6,245.55,0.4302,1.8146,1,191.67
2025-01-08 07:00:00,1,7,245.55,0.5082,1.8146,1,226.43
2025-01-08 08:00:00,1,8,245.55,0.4982,1.8146,1,222.0
2025-01-08 09:00:00,1,9,245.55,0.4967,1.8146,1,221.33
2025-01-08 10:00:00,1,10,245.55,0.4459,1.8146,1,198.7
2025-01-08 11:00:00,1,11,245.55,0.4671,1.8146,1,208.13
2025-01-08 12:00:00,1,12,245.55,0.4278,1.8146,1,190.61
2025-01-08 13:00:00,1,13,245.55,0.3963,1.8146,1,176.58
2025-01-08 14:00:00,1,14,245.55,0.3773,1.8146,1,168.14
2025-01-08 15:00:00,1,15,245.55,0.3983,1.8146,1,177.48
2025-01-08 16:00:00,1,16,245.55,0.4153,1.8146,1,185.07
2025-01-08 17:00:00,1,17,245.55,0.4317,1.8146,1,192.35
2025-01-08 18:00:00,1,18,245.55,0.4316,1.8146,1,192.33
2025-01-08 19:00:00,1,19,245.55,0.4002,1.8146,1,178.33
2025-01-08 20:00:00,1,20,245.55,0.3552,1.8146,1,158.26
2025-01-08 21:00:00,1,21,245.55,0.3163,1.8146,1,140.94
2025-01-08 22:00:00,1,22,245.55,0.3095,1.8146,1,137.91
2025-01-08 23:00:00,1,23,245.55,0.2426,1.8146,1,108.09
2025-01-09 00:00:00,1,0,245.55,0.2684,1.8146,1,119.61
2025-01-09 01:00:00,1,1,245.55,0.2412,1.8146,1,107.49
2025-01-09 02:00:00,1,2,245.55,0.2619,1.8146,1,116.7
2025-01-09 03:00:00,1,3,245.55,0.3133,1.8146,1,139.6
2025-01-09 04:00:00,1,4,245.55,0.3405,1.8146,1,151.71
2025-01-09 05:00:00,1,5,245.55,0.3812,1.8146,1,169.84
2025-01-09 06:00:00,1,6,245.55,0.4283,1.8146,1,190.84
2025-01-09 07:00:00,1,7,245.55,0.4885,1.8146,1,217.65
2025-01-09 08:00:00,1,8,245.55,0.5017,1.8146,1,223.53
2025-01-09 09:00:00,1,9,245.55,0.4881,1.8146,1,217.49
2025-01-09 10:00:00,1,10,245.55,0.458,1.8146,1,204.08
2025-01-09 11:00:00,1,11,245.55,0.4523,1.8146,1,201.55
2025-01-09 12:00:00,1,12,245.55,0.4109,1.8146,1,183.07
2025-01-09 13:00:00,1,13,245.55,0.3956,1.8146,1,176.29
2025-01-09 14:00:00,1,14,245.55,0.3896,1.8146,1,173.59
2025-01-09 15:00:00,1,15,245.55,0.3986,1.8146,1,177.59
2025-01-09 16:00:00,1,16,245.55,0.4215,1.8146,1,187.81
2025-01-09 17:00:00,1,17,245.55,0.4584,1.8146,1,204.25
2025-01-09 18:00:00,1,18,245.55,0.4325,1.8146,1,192.71
2025-01-09 19:00:00,1,19,245.55,0.4099,1.8146,1,182.64
2025-01-09 20:00:00,1,20,245.55,0.3682,1.8146,1,164.06
2025-01-09 21:00:00,1,21,245.55,0.3304,1.8146,1,147.24
2025-01-09 22:00:00,1,22,245.55,0.3103,1.8146,1,138.28
2025-01-09 23:00:00,1,23,245.55,0.2421,1.8146,1,107.88
2025-01-10 00:00:00,1,0,245.55,0.2632,1.8146,1,117.26
2025-01-10 01:00:00,1,1,245.55,0.2462,1.8146,1,109.71
2025-01-10 02:00:00,1,2,245.55,0.2585,1.8146,1,115.17
2025-01-10 03:00:00,1,3,245.55,0.3114,1.8146,1,138.76
2025-01-10 04:00:00,1,4,245.55,0.3626,1.8146,1,161.59
2025-01-10 05:00:00,1,5,245.55,0.3658,1.8146,1,163.0
2025-01-10 06:00:00,1,6,245.55,0.4337,1.8146,1,193.24
2025-01-10 07:00:00,1,7,245.55,0.4838,1.8146,1,215.56
2025-01-10 08:00:00,1,8,245.55,0.4934,1.8146,1,219.85
2025-01-10 09:00:00,1,9,245.55,0.4932,1.8146,1,219.77
2025-01-10 10:00:00,1,10,245.55,0.4489,1.8146,1,200.01
2025-01-10 11:00:00,1,11,245.55,0.4335,1.8146,1,193.14
2025-01-10 12:00:00,1,12,245.55,0.4165,1.8146,1,185.56
2025-01-10 13:00:00,1,13,245.55,0.4087,1.8146,1,182.1
2025-01-10 14:00:00,1,14,245.55,0.38,1.8146,1,169.31
2025-01-10 15:00:00,1,15,245.55,0.3962,1.8146,1,176.54
2025-01-10 16:00:00,1,16,245.55,0.4176,1.8146,1,186.07
2025-01-10 17:00:00,1,17,245.55,0.4201,1.8146,1,187.17
2025-01-10 18:00:00,1,18,245.55,0.4459,1.8146,1,198.7
2025-01-10 19:00:00,1,19,245.55,0.4059,1.8146,1,180.85
2025-01-10 20:00:00,1,20,245.55,0.3467,1.8146,1,154.47
2025-01-10 21:00:00,1,21,245.55,0.3274,1.8146,1,145.89
2025-01-10 22:00:00,1,22,245.55,0.3082,1.8146,1,137.31
2025-01-10 23:00:00,1,23,245.55,0.2426,1.8146,1,108.08
2025-01-11 00:00:00,1,0,245.55,0.2621,1.8146,1,116.78
2025-01-11 01:00:00,1,1,245.55,0.2496,1.8146,1,111.23
2025-01-11 02:00:00,1,2,245.55,0.2622,1.8146,1,116.84
2025-01-11 03:00:00,1,3,245.55,0.3105,1.8146,1,138.35
2025-01-11 04:00:00,1,4,245.55,0.3369,1.8146,1,150.12
2025-01-11 05:00:00,1,5,245.55,0.3619,1.8146,1,161.24
2025-01-11 06:00:00,1,6,245.55,0.3968,1.8146,1,176.8
2025-01-11 07:00:00,1,7,245.55,0.4642,1.8146,1,206.82
2025-01-11 08:00:00,1,8,245.55,0.4693,1.8146,1,209.11
2025-01-11 09:00:00,1,9,245.55,0.4552,1.8146,1,202.81
2025-01-11 10:00:00,1,10,245.55,0.4206,1.8146,1,187.42
2025-01-11 11:00:00,1,11,245.55,0.4333,1.8146,1,193.07
2025-01-11 12:00:00,1,12,245.55,0.4343,1.8146,1,193.51
2025-01-11 13:00:00,1,13,245.55,0.4083,1.8146,1,181.91
2025-01-11 14:00:00,1,14,245.55,0.3617,1.8146,1,161.15
2025-01-11 15:00:00,1,15,245.55,0.3708,1.8146,1,165.21
2025-01-11 16:00:00,1,16,245.55,0.4054,1.8146,1,180.65
2025-01-11 17:00:00,1,17,245.55,0.3881,1.8146,1,172.94
2025-01-11 18:00:00,1,18,245.55,0.4175,1.8146,1,186.02
2025-01-11 19:00:00,1,19,245.55,0.395,1.8146,1,176.02
2025-01-11 20:00:00,1,20,245.55,0.3414,1.8146,1,152.1
2025-01-11 21:00:00,1,21,245.55,0.3231,1.8146,1,143.97
2025-01-11 22:00:00,1,22,245.55,0.2922,1.8146,1,130.22
2025-01-11 23:00:00,1,23,245.55,0.2302,1.8146,1,102.57
2025-01-12 00:00:00,1,0,245.55,0.265,1.8146,1,118.06
2025-01-12 01:00:00,1,1,245.55,0.244,1.8146,1,108.7
2025-01-12 02:00:00,1,2,245.55,0.2681,1.8146,1,119.45
2025-01-12 03:00:00,1,3,245.55,0.2965,1.8146,1,132.1
2025-01-12 04:00:00,1,4,245.55,0.3422,1.8146,1,152.46
2025-01-12 05:00:00,1,5,245.55,0.3653,1.8146,1,162.75
2025-01-12 06:00:00,1,6,245.55,0.4121,1.8146,1,183.64
2025-01-12 07:00:00,1,7,245.55,0.4568,1.8146,1,203.54
2025-01-12 08:00:00,1,8,245.55,0.4638,1.8146,1,206.68
2025-01-12 09:00:00,1,9,245.55,0.4516,1.8146,1,201.22
2025-01-12 10:00:00,1,10,245.55,0.423,1.8146,1,188.49
2025-01-12 11:00:00,1,11,245.55,0.4294,1.8146,1,191.35
2025-01-12 12:00:00,1,12,245.55,0.4183,1.8146,1,186.37
2025-01-12 13:00:00,1,13,245.55,0.3952,1.8146,1,176.09
2025-01-12 14:00:00,1,14,245.55,0.3735,1.8146,1,166.43
2025-01-12 15:00:00,1,15,245.55,0.3715,1.8146,1,165.54
2025-01-12 16:00:00,1,16,245.55,0.3963,1.8146,1,176.58
2025-01-12 17:00:00,1,17,245.55,0.3989,1.8146,1,177.75
2025-01-12 18:00:00,1,18,245.55,0.4269,1.8146,1,190.23
2025-01-12 19:00:00,1,19,245.55,0.3794,1.8146,1,169.04
2025-01-12 20:00:00,1,20,245.55,0.3626,1.8146,1,161.58
2025-01-12 21:00:00,1,21,245.55,0.3109,1.8146,1,138.52
2025-01-12 22:00:00,1,22,245.55,0.3116,1.8146,1,138.82
2025-01-12 23:00:00,1,23,245.55,0.2378,1.8146,1,105.94
2025-01-13 00:00:00,1,0,245.55,0.2688,1.8146,1,119.77
2025-01-13 01:00:00,1,1,245.55,0.2443,1.8146,1,108.86
2025-01-13 02:00:00,1,2,245.55,0.2599,1.8146,1,115.81
2025-01-13 03:00:00,1,3,245.55,0.3078,1.8146,1,137.17
2025-01-13 04:00:00,1,4,245.55,0.3425,1.8146,1,152.62
2025-01-13 05:00:00,1,5,245.55,0.3865,1.8146,1,172.2
2025-01-13 06:00:00,1,6,245.55,0.4309,1.8146,1,191.98
2025-01-13 07:00:00,1,7,245.55,0.493,1.8146,1,219.66
2025-01-13 08:00:00,1,8,245.55,0.5071,1.8146,1,225.94
2025-01-13 09:00:00,1,9,245.55,0.4857,1.8146,1,216.4
2025-01-13 10:00:00,1,10,245.55,0.4556,1.8146,1,203.0
2025-01-13 11:00:00,1,11,245.55,0.4486,1.8146,1,199.88
2025-01-13 12:00:00,1,12,245.55,0.4155,1.8146,1,185.14
2025-01-13 13:00:00,1,13,245.55,0.3987,1.8146,1,177.65
2025-01-13 14:00:00,1,14,245.55,0.3914,1.8146,1,174.38
2025-01-13 15:00:00,1,15,245.55,0.3993,1.8146,1,177.93
2025-01-13 16:00:00,1,16,245.55,0.417,1.8146,1,185.82
2025-01-13 17:00:00,1,17,245.55,0.4266,1.8146,1,190.08
2025-01-13 18:00:00,1,18,245.55,0.4385,1.8146,1,195.4
2025-01-13 19:00:00,1,19,245.55,0.3961,1.8146,1,176.48
2025-01-13 20:00:00,1,20,245.55,0.3653,1.8146,1,162.75
2025-01-13 21:00:00,1,21,245.55,0.3249,1.8146,1,144.76
2025-01-13 22:00:00,1,22,245.55,0.3109,1.8146,1,138.55
2025-01-13 23:00:00,1,23,245.55,0.2437,1.8146,1,108.61
2025-01-14 00:00:00,1,0,245.55,0.2717,1.8146,1,121.07
2025-01-14 01:00:00,1,1,245.55,0.2514,1.8146,1,112.03
2025-01-14 02:00:00,1,2,245.55,0.2678,1.8146,1,119.33
2025-01-14 03:00:00,1,3,245.55,0.311,1.8146,1,138.59
2025-01-14 04:00:00,1,4,245.55,0.3513,1.8146,1,156.54
2025-01-14 05:00:00,1,5,245.55,0.3776,1.8146,1,168.27
2025-01-14 06:00:00,1,6,245.55,0.4306,1.8146,1,191.86
2025-01-14 07:00:00,1,7,245.55,0.4986,1.8146,1,222.17
2025-01-14 08:00:00,1,8,245.55,0.4991,1.8146,1,222.37
2025-01-14 09:00:00,1,9,245.55,0.4884,1.8146,1,217.64
2025-01-14 10:00:00,1,10,245.55,0.441,1.8146,1,196.48
2025-01-14 11:00:00,1,11,245.55,0.4615,1.8146,1,205.65
2025-01-14 12:00:00,1,12,245.55,0.414,1.8146,1,184.47
2025-01-14 13:00:00,1,13,245.55,0.3934,1.8146,1,175.3
2025-01-14 14:00:00,1,14,245.55,0.3945,1.8146,1,175.8
2025-01-14 15:00:00,1,15,245.55,0.4007,1.8146,1,178.56
2025-01-14 16:00:00,1,16,245.55,0.4224,1.8146,1,188.22
2025-01-14 17:00:00,1,17,245.55,0.4309,1.8146,1,192.02
2025-01-14 18:00:00,1,18,245.55,0.4275,1.8146,1,190.48
2025-01-14 19:00:00,1,19,245.55,0.3936,1.8146,1,175.38
2025-01-14 20:00:00,1,20,245.55,0.3618,1.8146,1,161.23
2025-01-14 21:00:00,1,21,245.55,0.3218,1.8146,1,143.38
2025-01-14 22:00:00,1,22,245.55,0.3184,1.8146,1,141.87
2025-01-14 23:00:00,1,23,245.55,0.2378,1.8146,1,105.96
2025-01-15 00:00:00,1,0,245.55,0.2629,1.8146,1,117.14
2025-01-15 01:00:00,1,1,245.55,0.2458,1.8146,1,109.53
2025-01-15 02:00:00,1,2,245.55,0.2632,1.8146,1,117.26
2025-01-15 03:00:00,1,3,245.55,0.3074,1.8146,1,136.97
2025-01-15 04:00:00,1,4,245.55,0.3409,1.8146,1,151.9
2025-01-15 05:00:00,1,5,245.55,0.3819,1.8146,1,170.15
2025-01-15 06:00:00,1,6,245.55,0.4299,1.8146,1,191.55
2025-01-15 07:00:00,1,7,245.55,0.4948,1.8146,1,220.49
2025-01-15 08:00:00,1,8,245.55,0.4934,1.8146,1,219.85
2025-01-15 09:00:00,1,9,245.55,0.4849,1.8146,1,216.08
2025-01-15 10:00:00,1,10,245.55,0.4353,1.8146,1,193.97
2025-01-15 11:00:00,1,11,245.55,0.4305,1.8146,1,191.84
2025-01-15 12:00:00,1,12,245.55,0.4164,1.8146,1,185.55
2025-01-15 13:00:00,1,13,245.55,0.4015,1.8146,1,178.89
2025-01-15 14:00:00,1,14,245.55,0.388,1.8146,1,172.88
2025-01-15 15:00:00,1,15,245.55,0.4061,1.8146,1,180.97
2025-01-15 16:00:00,1,16,245.55,0.4244,1.8146,1,189.08
2025-01-15 17:00:00,1,17,245.55,0.4242,1.8146,1,189.03
2025-01-15 18:00:00,1,18,245.55,0.4274,1.8146,1,190.46
2025-01-15 19:00:00,1,19,245.55,0.3928,1.8146,1,175.01
2025-01-15 20:00:00,1,20,245.55,0.3612,1.8146,1,160.93
2025-01-15 21:00:00,1,21,245.55,0.3243,1.8146,1,144.51
2025-01-15 22:00:00,1,22,245.55,0.3143,1.8146,1,140.05
2025-01-15 23:00:00,1,23,245.55,0.2346,1.8146,1,104.51
2025-01-16 00:00:00,1,0,245.55,0.2701,1.8146,1,120.34
2025-01-16 01:00:00,1,1,245.55,0.255,1.8146,1,113.62
2025-01-16 02:00:00,1,2,245.55,0.2604,1.8146,1,116.04
2025-01-16 03:00:00,1,3,245.55,0.3134,1.8146,1,139.64
2025-01-16 04:00:00,1,4,245.55,0.3514,1.8146,1,156.57
2025-01-16 05:00:00,1,5,245.55,0.377,1.8146,1,167.96
2025-01-16 06:00:00,1,6,245.55,0.4297,1.8146,1,191.47
2025-01-16 07:00:00,1,7,245.55,0.5,1.8146,1,222.8
2025-01-16 08:00:00,1,8,245.55,0.4991,1.8146,1,222.38
2025-01-16 09:00:00,1,9,245.55,0.4752,1.8146,1,211.76
2025-01-16 10:00:00,1,10,245.55,0.4485,1.8146,1,199.85
2025-01-16 11:00:00,1,11,245.55,0.4474,1.8146,1,199.36
2025-01-16 12:00:00,1,12,245.55,0.4348,1.8146,1,193.72
2025-01-16 13:00:00,1,13,245.55,0.4109,1.8146,1,183.1
2025-01-16 14:00:00,1,14,245.55,0.4022,1.8146,1,179.21
2025-01-16 15:00:00,1,15,245.55,0.3884,1.8146,1,173.08
